enstxids	sym	C12.rna	C3.rna	Q.rna	preS.rna	S.rna	Tr.rna	C12.rp	C3.rp	Q.rp	preS.rp	S.rp	Tr.rp
ENST00000238721	TP53I3	11.92	14.61	16.35	17.25	41.15	14.1	36.91	25.64	32.37	24.63	60.66	21.65
ENST00000342697	TP53INP1	1.37	3.41	5.03	1.75	5.93	1.59	2.11	5.44	2.2	6.02	7.58	3.2
ENST00000550785	TPCN1	13.04	17.48	25.61	13.99	18.46	49.05	11.06	11.35	19.71	13.31	22.75	33.34
ENST00000304877	TPD52L1	3.41	12.21	3.43	1.04	7.69	1	3.67	15.25	2.24	1	7.45	1
ENST00000357980	TPM1	278.99	552.54	104.06	167.71	393.66	279.65	1058.62	1322.08	378.2	420.06	910.57	825.5
ENST00000299427	TPP1	46.82	51.06	85.09	65.52	51.84	63.34	66.83	112.34	227.78	145.22	129.33	115.07
ENST00000367478	TPR	27.49	23.71	26.74	23.38	13.01	16.6	39.62	46.36	41.21	38.71	38.52	65.17
ENST00000378344	TPRG1L	29.46	35.31	43.82	45.61	87.35	34.78	61.7	62.2	60.13	50.28	96.28	41.62
ENST00000309246	TPT1	778.9	1168.09	1079.94	866.76	1364.17	1110.85	914.24	1010.87	461.95	759.55	1027.59	1004.21
ENST00000340513	TPX2	124.22	74.4	52.96	81.83	6.31	63.09	154.74	108.11	71.85	88.67	10.76	119.19
ENST00000453386	TRA2B	66.57	51.93	46.39	59.22	19.99	57.49	151.87	148.57	88.49	105.41	52.84	160.29
ENST00000345057	TRADD	7.94	9.67	11.62	7.95	14.39	9.01	9.98	17.98	29.69	23.53	11.67	9.86
ENST00000331456	TRAIP	8.1	5.06	4.09	6.71	1	7.03	18.22	8.46	6.15	7.72	1	7.36
ENST00000262213	TRAM1	73.26	121.77	84.35	63.34	123.51	52.71	113.97	228.22	102.16	81.53	429.04	131.69
ENST00000301021	TRAPPC2L	16.5	11.84	18.19	25.02	24.21	16.09	84.1	75.35	47.12	60.94	94.13	56.24
ENST00000317378	TRAPPC5	54.41	36.81	56.81	60.64	94.82	56.07	166.42	96.26	172.57	163.84	157.77	88.98
ENST00000546954	TRIAP1	20.61	23.58	17.79	24.1	37.8	23.68	32.17	71.2	29.5	33.33	50.43	46.31
ENST00000311922	TRIB1	3	5.28	7.18	9.91	6.74	13.48	2.79	4.68	12.63	10.77	9.63	12.41
ENST00000155926	TRIB2	4.25	5.12	8.65	4.45	2.58	8.12	4.79	4.51	7.46	5.19	1.94	8.04
ENST00000284551	TRIM11	11	8.14	11.49	11.63	10.72	11.74	18.64	10.45	35.56	23.2	13.16	13.16
ENST00000338700	TRIM2	3.81	8.21	9.6	5.23	6.42	7.32	2.31	3.77	4.72	3.9	3.83	3.69
ENST00000379965	TRIM22	5.64	14	10.46	5.1	13.88	2.08	13.85	29.75	21.97	12.08	28.57	4.96
ENST00000253024	TRIM28	230.72	136.29	130.19	187.36	63.72	176.16	337.61	154.6	227.6	262.35	76.29	165.41
ENST00000349458	TRIM38	6.73	6.73	10.23	7.32	5.52	7.31	12.69	6.35	16.74	14.85	8.02	11.65
ENST00000299413	TRIM44	34.02	29.88	33.08	27.91	14.75	16.2	41.32	44.72	53.62	40.75	20.66	40.11
ENST00000254816	TRIM47	1.33	1.54	2.75	1.12	1	6.57	2.25	1.97	4.61	1.31	1	5.12
ENST00000315962	TRIM55	2.61	5.9	4.84	4.66	6.99	1	2.04	8.4	7.91	8.23	7.44	1
ENST00000344204	TRIO	55.42	46.62	36.08	33.35	33.24	37.47	17.4	13.23	14.64	12.99	12.35	13.4
ENST00000267622	TRIP11	8.64	7.48	10.28	8.39	5.61	3.25	17.64	18.67	16.87	21.25	25.44	19.57
ENST00000166345	TRIP13	35.97	23.31	17.57	32.44	2.45	27.16	41.53	28.12	21.91	26.41	3.28	27.35
ENST00000544844	TRMT112	96.98	66.89	95.52	123.51	90.81	82.05	421.41	291.09	333.45	302.43	181.69	283.61
ENST00000290846	TRMU	14.22	9.38	10.98	17.98	14.91	17.96	21.94	11.73	10.62	20.23	13.25	13.94
ENST00000522111	TRNP1	112.33	175.41	110.93	196.09	159.42	136.63	75.27	105.54	110.41	141.68	40.55	65.35
ENST00000173898	TRO	1.68	3.2	4.21	1.76	1	4.3	1	1.83	2.01	2.18	1	2.42
ENST00000551245	TROAP	19.14	8.65	6.86	10.43	1	9.95	12.76	4.24	4.98	15.92	1	6.46
ENST00000262209	TRPA1	14.46	2.03	26.08	19.42	1	30.81	20.08	1.99	32.77	25.21	1.79	44.43
ENST00000379681	TRPC4	2.58	5.1	1.21	1.9	2.37	1.45	1	4.24	1	2.5	3.3	1.62
ENST00000338560	TRPV2	8.26	7.32	17.79	24.18	44.5	68.13	10.74	10.02	27.49	31.8	76.29	74.33
ENST00000418703	TRPV4	1.24	4.58	1.97	1	1	1.23	2.32	3.39	1.63	1	1	1
ENST00000359863	TRRAP	15.9	12.67	12.25	12.51	7.77	13.06	8.51	9.41	11.03	13.99	7.33	12.91
ENST00000372890	TRUB2	16.6	15.74	15.21	22.42	20.69	20.54	37.72	34.2	32.05	47.89	29.24	28.21
ENST00000458659	TSC22D1	11.03	13.12	19.84	11.86	10.78	11.88	3.66	7.45	8.98	2.6	6.04	5.2
ENST00000361875	TSC22D2	25.79	16.25	15.9	20.4	18.36	13.87	20.44	17.21	21.66	23.15	25.23	14.62
ENST00000372383	TSC22D3	2.5	4.41	8.81	2.63	3.75	5.28	3.49	6.03	22.61	1.94	2.6	11.65
ENST00000300181	TSC22D4	25.86	21.97	30.21	35.27	34.48	41.96	5.34	4.78	16.15	9.58	5.05	9.27
ENST00000429671	TSEN34	29.92	31.28	30.94	28.36	29.89	43.16	113.9	56.73	111.76	78.25	36.48	51.52
ENST00000322038	TSHZ1	18.77	27.41	20.96	9.29	2.62	10.36	1.58	5.92	6.56	1.73	1	2.22
ENST00000527881	TSKU	2.71	4.35	6.19	2.7	5.31	7.04	1.76	2.74	5.35	2.21	4.5	4.36
ENST00000366639	TSNAX	12.98	17.98	13.49	17.13	18.88	17.21	54.04	63.35	28.24	32.98	65.03	69.86
ENST00000262067	TSPAN13	4.16	15.51	5.58	11.59	58.4	9.1	8.52	53.25	23.07	35.65	212.04	27.52
ENST00000429989	TSPAN14	35.04	30.57	51.45	38.12	50.6	70.86	149.42	89.15	221.97	188.79	186.81	201.38
ENST00000407263	TSPAN9	13.45	30.03	32.26	11.74	30.05	78	38.53	59.4	120.73	49.84	82.99	194.96
ENST00000375442	TSPYL2	11.38	10.01	24.3	8.73	12.42	16.91	10.69	12.02	30.52	14.63	12.99	14.19
ENST00000403892	TST	6.52	9.09	10.62	9.66	27.89	9.64	25.84	24.26	45.52	29.02	47.07	17.32
ENST00000296015	TTC14	10.89	8.22	10.82	13.8	25.43	8.28	20.34	13.34	12.56	15.05	93.93	19.84
ENST00000039989	TTC17	15.28	16.92	18.89	14.66	16.8	14.51	16.17	16.48	20.75	11.38	36.06	14.84
ENST00000220853	TTC35	16.48	10.25	14.99	16.49	15.49	15.03	37.57	40.54	26.98	13.29	42.79	47.41
ENST00000317571	TTC39C	3.93	7.21	4.76	3.33	3.64	2.54	7.7	25.09	10.27	6.69	10.42	8.29
ENST00000394850	TTC7A	8.09	14.25	7.71	5.01	5.11	5.41	5.93	4.23	5.1	3.67	1.67	2.5
ENST00000369798	TTK	18.68	12.77	9.14	14.07	1	11.51	18.33	20.81	6.98	10.01	1	19.88
ENST00000301071	TUBA1A	43.75	83.62	151.04	68.92	160.02	50.51	55.31	107.87	157.49	65.79	189.07	55.98
ENST00000333628	TUBB2A	35.56	34.05	36.37	55.08	135.54	36.14	33.78	63.53	33.76	33.4	157.82	43.07
ENST00000259818	TUBB2B	5.04	4	7.66	2.73	13.4	4.91	4.17	1.31	7.3	1	3.18	2.21
ENST00000315491	TUBB3	5.56	6.58	6.99	12.89	26.9	12.48	7.07	21.19	3.25	17.2	27.69	18.29
ENST00000340384	TUBB4B	457.63	377.19	242.1	439.69	322.94	390.35	659.28	602.53	350.79	525.4	479.97	576.43
ENST00000251412	TUBG2	5.99	7.49	6.9	4.8	4.82	10.9	1.34	3.97	4.71	10.74	2.63	5.65
ENST00000538902	TUFT1	4.24	6.23	2.33	2.09	13.14	2.41	12.18	10.77	5.01	3.81	22.76	4.48
ENST00000448943	TWIST2	61.7	83.69	62.53	48.55	53.87	73.6	208.78	203.4	228.08	148.66	53.64	137.67
ENST00000251749	TXLNG2P	4.89	4.86	4.14	4.41	5.13	3.3	4.81	5.63	4.53	1.23	5.6	11.32
ENST00000374517	TXN	228.78	216.34	213.6	322.67	498.28	312.5	785.49	1776.76	489.76	749.51	1857.09	2217.26
ENST00000216185	TXN2	42.48	38.75	44.79	49.09	56.92	37.71	96.13	93.84	54.79	90.2	93.18	74.25
ENST00000250101	TXNDC17	11.09	16.51	10.73	17.95	43.61	17.02	110.04	230.45	100.95	111.59	290.49	182.82
ENST00000264255	TXNDC9	28.04	24.88	26.94	33.28	39.89	26.96	85.5	105.79	45.42	48.67	132	111.36
ENST00000269601	TXNL4A	34.51	29.63	32.17	37.81	48.03	40.28	96.42	72.94	74.4	52.67	71.33	64.01
ENST00000525566	TXNRD1	202.38	155.09	161.31	221.51	330.92	207.01	220.51	158.38	129.25	132.96	312.39	220.4
ENST00000525621	TYK2	25.35	22.69	23.03	21.59	17.86	28.29	5.09	5.96	9.39	11.88	4.07	7.01
ENST00000323274	TYMS	145.19	75.89	62.57	54.47	6.83	38.69	229.2	152.35	92.2	92.4	11.08	68.05
ENST00000370867	TYW3	13.46	8.77	12.97	16.33	6.84	8.63	9.58	6.72	3.98	4.94	4.12	13.51
ENST00000322954	UACA	53.75	123	59.25	48.77	117.21	67.1	91.15	227.38	74.66	72.41	319.26	212.41
ENST00000409858	UAP1L1	8.17	8.93	9.48	14.11	6.9	12.29	7.22	8.79	8.84	15.93	2.91	7.28
ENST00000356232	UBA5	12.24	13.42	13.34	13.92	12.02	11.07	30.02	37.02	20.36	15.43	44.15	36.73
ENST00000322244	UBA6	10.61	23.63	11.66	18.27	28.79	14.91	22.51	55.38	18.89	39	84.4	38.64
ENST00000333486	UBA7	2.01	6.33	6.02	1.35	1	5.96	1.51	7.42	10.18	2.42	1	4.89
ENST00000302182	UBB	318.33	373.85	398.08	361.09	555.73	496.92	754.01	1222.17	983.1	641.13	902.62	1037.95
ENST00000356455	UBE2C	122.52	81.56	50.04	77.12	1.45	76.95	161.48	103.77	70.6	111.59	1.93	99.04
ENST00000306627	UBE2E1	54.64	49.14	62.46	87.18	94.92	77.85	66.91	59.77	43.5	41.7	98.89	84.08
ENST00000272930	UBE2F	13.95	16.66	13.88	19.16	30.47	19.43	4.12	19.56	8.01	1	16.83	11.44
ENST00000355621	UBE2H	20.18	34.78	22.72	19.15	74.58	35.76	42.77	70.4	39.85	20.62	139.54	66.81
ENST00000458578	UBE2L3	89.51	61.17	73.9	118.43	77.02	82.28	165.08	156.94	78.54	123.11	158.5	145.91
ENST00000287156	UBE2L6	32.38	27.22	59.01	43.48	24.04	42.25	42.68	60.8	66.34	28.26	21.83	98.66
ENST00000318066	UBE2N	24.41	25.97	19.09	27.87	28.39	27.36	132.48	158.23	87.73	98.46	109.48	104.69
ENST00000264552	UBE2S	257.48	130.14	102.67	206.47	62.61	161.3	285.11	130.1	99.77	185.39	38.34	117.53
ENST00000367274	UBE2T	39.58	35.68	19.22	27.78	5.77	31.76	86.13	91.89	39.82	59.17	13.9	70.01
ENST00000523111	UBE2V2	13.76	13.25	11.3	16.76	15.44	14.73	73.07	96.7	33.52	71.46	69.07	86.39
ENST00000380680	UBL3	29.26	33.88	23.55	23.21	28.47	32.71	22.72	30.01	21.3	16.08	38.31	44.2
ENST00000358666	UBL5	87.4	112.18	89.12	101.26	248.37	121.75	279.18	628.73	172.31	160.59	593.67	506.27
ENST00000375267	UBR4	56.38	34.75	43.1	44.4	30.29	31.36	40.52	32.63	40.18	56.39	39.22	44.4
ENST00000013070	UBR7	18.92	18.35	16.06	16.9	4.42	16.56	34.82	30.07	24.15	22.4	6.87	27.11
ENST00000370664	UBTD1	21.47	19.59	24.38	28.15	30.63	35.27	18.16	15.96	26.97	15.17	12.07	21.24
ENST00000368003	UFC1	40.02	53.55	50.7	48.38	64.55	38.96	72.22	111.76	48.66	38.86	66.58	71.91
ENST00000374279	UGCG	14.69	21.86	15.46	13.82	34.86	16.92	28.69	36.97	28.57	25.28	127.58	32.81
ENST00000398240	UHRF1	85.62	41.38	41.37	51.35	5.43	46.78	215.13	63.5	113.63	102.24	6.04	69.13
ENST00000367351	ULBP2	3.13	4.98	2.41	4.27	15.29	3.93	1	6.68	5.69	5.42	27.92	6.46
ENST00000344651	UNC119B	18.54	21.9	18.54	16.68	22.56	16.71	20.73	31.38	18.3	16.61	15.64	19.32
ENST00000335350	UNC5B	3.55	5.12	9.07	1.77	1	6.38	3.12	4.46	7.88	1.24	1	2.93
ENST00000331803	UPP1	16.47	16.1	19.23	24.34	43.09	23.42	25.54	13.42	18.23	14.17	38.2	18.4
ENST00000262946	UQCR11	33.24	45.95	37.03	41.15	90.58	31.96	201.97	309.82	191	156.61	431.12	136.31
ENST00000521036	UQCRB	66.11	74.32	66.84	74.41	142.56	88.39	262.9	334.52	133.5	191.49	403.02	269.37
ENST00000311672	UQCRH	168.42	157.25	161.53	251.09	345.57	201.28	263.28	567.42	226.76	416.62	523.19	756.31
ENST00000378670	UQCRQ	83.86	75.38	82.33	104.63	146.99	91.26	446.11	561.73	306.35	328.71	499.97	511.64
ENST00000368797	UROS	27.56	34.44	32.76	29.95	55.31	32.63	12.34	35.2	16.56	18.46	23.1	28.21
ENST00000368021	USF1	16.39	13.7	15.79	16.35	12.38	22.62	7.86	14.82	14.56	18.48	8.29	18.48
ENST00000339950	USP1	30.9	18.85	18.27	21.59	3.18	16.46	18.85	17.16	10.96	14.69	3.47	19.26
ENST00000219473	USP10	37.45	26	29.48	45.26	26.62	45.05	25.73	16.15	11.19	14.11	15.23	27.31
ENST00000263966	USP13	8.92	7.36	7.34	6.29	1.08	6.24	13.22	12.63	13.37	13.3	3.15	12.5
ENST00000215794	USP18	3.62	3.5	7.8	3.88	3.96	6.86	2.44	1.69	9.74	7.03	1.79	4.78
ENST00000450251	USP53	18.33	91.22	36.89	20.93	97.37	16.96	7.51	35.55	10.4	3.38	54.94	8.7
ENST00000367463	UST	3.7	5	8.46	7.11	5.07	3.48	1.25	2.03	6.01	3.29	4.27	2.09
ENST00000254803	UTP3	16.75	27.16	15.29	25.26	33.36	30.53	43.17	73.78	23.27	23.71	78.6	72.56
ENST00000306384	VAMP5	31.28	49.43	50.08	24.41	27.57	40.8	70.41	135.18	95.55	44.83	24.77	76.41
ENST00000340541	VAPA	71.86	70.01	59.34	79.59	62.1	78.48	120.77	182.39	82.46	67.71	146.07	177.51
ENST00000355653	VAT1	106.31	116.06	219.94	190.54	349.81	138.28	148.59	148.5	258.47	199.1	309.5	162.62
ENST00000302536	VAT1L	4.59	4.55	11.4	7.03	1	1	9.25	7.28	19.82	10.23	1	1
ENST00000286428	VBP1	35.23	27.73	26.26	37.07	40.5	34.15	71.74	86.25	31.61	44.52	88.25	94.74
ENST00000550325	VDR	4.25	4.24	1.77	4.45	3.72	4.18	5.22	8.32	4.01	5.37	4.3	6.9
ENST00000280193	VEGFC	43.7	59.77	40.88	81.02	121.5	125.21	54.03	71.91	50.58	133.58	314.84	146.63
ENST00000249330	VGF	1	1	1	1.73	3.43	1.8	1	1	1	9.33	12.75	2.55
ENST00000398399	VGLL3	14.25	16.93	8.06	5.51	5.35	3.58	3.66	11.28	4.38	2.9	2.57	1.71
ENST00000382100	VLDLR	4.24	4.82	9.63	3.47	12.57	5.12	5.81	7.33	12.19	3.45	29.48	10.11
ENST00000261517	VPS13C	6.82	7.46	11.6	7.43	6.96	3.87	6.54	10.55	10.97	10.6	13.36	10.59
ENST00000546588	VPS29	42.67	39.2	40.9	49.91	59.09	45.29	67.75	99.74	53.75	54.75	90.58	71.78
ENST00000267202	VPS37B	19.78	17.77	21.82	27.98	27.75	25.82	20.7	23.75	26.02	28.29	29.99	22.14
ENST00000216639	VRK1	21.38	12.03	11.99	24.21	5.09	17.1	50.87	30.92	15.73	26	12.19	40.55
ENST00000254806	WBP2	48.54	32.07	94.95	62.18	56.5	51.09	41.28	43.52	95.78	44.29	62.16	61.24
ENST00000372661	WBP5	76.23	65.57	116.55	98.99	65.31	49.95	217.58	426.01	223.84	244.42	199.54	319.3
ENST00000329959	WBSCR16	24.87	25.66	21.78	28.18	27.06	31.74	37.02	24.94	18.64	26.28	21.63	23.23
ENST00000372715	WDR34	39.24	33.84	27.65	26.94	7.87	44.96	25.24	16.99	20.08	20.99	2.48	17.94
ENST00000398208	WDR4	16.68	11.46	8.66	16.55	5.65	15.6	20.67	8.22	13.99	17.7	3.51	10.18
ENST00000296679	WDR41	13.24	21.24	13.67	13.13	20.04	9.58	15.47	28.27	19.08	14.19	25.14	12.78
ENST00000322995	WDR45	10.08	14.93	19.27	14.38	21.66	21.3	8.25	12.26	22.24	12.45	11.3	15.59
ENST00000358625	WDR5	23.33	21.47	14.11	21.14	14.41	28.86	27.93	27.95	21.61	53.96	17.56	42.34
ENST00000401500	WDR62	19.68	8.76	6.91	12.45	1	11.02	9.7	4.49	5.14	8.27	1	4.51
ENST00000434634	WDR73	12.47	8.93	9.37	16.4	11.23	12.23	7.01	7.3	10.81	18.11	8.72	11.23
ENST00000263795	WDR76	16.25	9.03	7.22	7.98	1	5.39	17.85	16.02	6.92	8.54	1	9.89
ENST00000235090	WDR77	36.5	25.6	24.07	44.65	46.49	34.2	67.25	49.22	28.5	44.24	70.72	55.23
ENST00000418543	WDR83	6.45	5.92	5.52	6.09	6.1	7.62	3.04	5.99	7.25	11.12	2.11	2.36
ENST00000450114	WEE1	17.71	22.79	11.47	10.49	4.63	12.22	10.37	17.85	8.51	5.86	4.79	9.54
ENST00000219454	WFDC1	1	14.03	1	1	11.2	2.37	1.22	26.56	1	1.52	23.08	2.53
ENST00000382895	WHSC1	52.18	28.97	28.1	33.6	6.53	32.05	26.02	12.68	16.73	15.24	2.48	17.43
ENST00000262139	WIPI1	12.6	20.76	45.08	25.77	50.28	26.9	3.95	11.07	20.39	10.24	17.7	8.45
ENST00000540432	WLS	61.49	62.55	161.09	157.69	94.86	129.89	134	157.9	292.11	339.86	333.52	315.2
ENST00000246914	WNK4	4.36	7.1	2.12	3.53	3.4	5.53	2.81	6.55	1.57	2.15	1.47	3.66
ENST00000474267	WNT5A	41.75	98.29	43.07	24.66	69.28	134.79	161.53	255.44	228.36	99.58	258.83	375.59
ENST00000272164	WNT9A	1	1.08	2.53	1	4.61	3.45	1	1	4.52	2.13	3.41	1.02
ENST00000316024	WRAP53	6.35	4.6	3.26	5.92	3.02	6.86	16.99	8.93	11.87	13.31	4.7	15.75
ENST00000262394	WSB1	18.92	23.58	24.3	19.72	18.49	20.03	13.48	11.15	21.12	20.63	18.75	19.55
ENST00000358372	WTAP	15	13.26	14.17	13.74	13.44	19.06	31.7	32.51	28.11	13.91	26.72	39.14
ENST00000465804	WWTR1	18.76	24.18	47.17	27.98	12.72	28.94	41.8	43.68	93.19	54.68	22.84	42.6
ENST00000361842	XAF1	3.09	5.9	9.53	1.15	2.1	8.26	2.44	2.73	11.24	3.88	1	5.11
ENST00000379416	XDH	1.65	4.35	2.33	1.68	2.11	1	2.57	4.07	3.24	1.21	2.37	1.28
ENST00000285021	XPC	18.54	23.53	42.83	26.36	20.95	41.88	16.57	28.2	38.39	22.59	18.94	52.17
ENST00000359321	XRCC2	5.75	4.05	2.72	5.05	1.29	6.61	4.41	3.63	1.36	6.95	1	4.26
ENST00000017003	XYLT2	16.28	16.21	18.18	20.23	44.84	35.83	18.11	16.13	23.65	36.47	45.38	30.11
ENST00000321358	YBX1	1001.61	555.83	893.25	1175.68	864.26	638.89	705.42	550.39	458.83	615.26	365.75	599.38
ENST00000247843	YEATS4	13.74	9.85	10.11	11.53	3.71	12.81	16.01	28.09	10	7.34	8.9	22.29
ENST00000359834	YES1	17.27	17.15	22.05	22.98	18.7	13.97	25.8	23.01	19.69	14.46	37.45	20.49
ENST00000376904	YIF1A	48.37	73.79	73.21	52.73	134.15	61.02	27.53	57.63	65.05	44.93	77.99	31.07
ENST00000398841	YPEL3	2.5	7.09	6.13	1.74	4.37	4.43	2.84	22.11	13.38	1	8.62	5.89
ENST00000379520	YPEL5	12.23	36.94	36.82	18.62	97.11	29.36	22.18	167.02	89.2	43.9	255.11	91.82
ENST00000264335	YWHAE	315.11	305.71	261.19	368.3	387.87	364.26	968.85	875.55	699.97	656.65	904.79	1040.31
ENST00000397666	Z84479.1	32.42	32.06	28.28	32.29	47.12	36.57	46.8	34.15	37.75	46.31	21.24	20.02
ENST00000373087	ZC3H12A	3	2.96	3.09	3.03	6.96	21.56	1	1	1.64	3.91	2.51	6.92
ENST00000242848	ZC3H13	15.23	14.85	16.72	15.17	11.27	12.06	32.08	29.39	32.46	38.08	24.69	42.1
ENST00000422613	ZCCHC17	27.6	23.77	26.19	31.19	41.52	38.82	24.91	14.32	9.22	14.86	13.54	14.18
ENST00000375963	ZCCHC6	5.97	10.62	9.46	10.84	12.16	8.88	8.1	11.19	8.01	11.6	16.47	14.26
ENST00000348579	ZDHHC1	3.19	3.54	8.26	3.4	2.76	3.83	1.09	1	4.74	1.49	1	1
ENST00000287169	ZDHHC5	40.26	42.77	44.06	40.15	44.11	42.87	12.01	9.76	16.71	21.27	20.72	14.61
ENST00000357166	ZDHHC9	10.51	16.42	20.3	14.4	39.04	14.3	7.82	22.6	21.04	23.85	77.09	22.09
ENST00000361642	ZEB1	25.41	21.08	34.53	33.62	17.34	16.25	20.04	26.28	26.51	28	21.03	35.12
ENST00000220669	ZFAND1	11.37	8.97	10.86	14.16	13.49	9.19	16.83	16.59	5.62	12.86	10.88	16.12
ENST00000401903	ZFAND2A	17.84	16.77	19.17	20.33	24.11	20.89	4.71	1	3.49	13.26	5.44	2.21
ENST00000237937	ZFAND5	15.62	43.57	24.52	17.99	32.92	35.99	42.24	109.27	38.29	23.46	86.67	81.69
ENST00000268489	ZFHX3	6.78	4	5.97	3.65	1.86	2.53	2.01	11.25	1.93	1.37	5.03	7.95
ENST00000282388	ZFP36L2	55.2	43.37	62.55	41.73	17.37	49.04	50.44	37.05	66.02	29.53	16.69	24.19
ENST00000282928	ZIC1	6.11	4.48	6.29	3.75	1	1	13.1	5.63	9.02	3.36	1	1.37
ENST00000311417	ZMAT3	7.14	16.32	10.41	7.8	25.21	6.93	11.48	29.95	14.98	9.43	38.17	10
ENST00000397781	ZMAT5	13.17	9.65	11.95	12.21	13.35	10.36	42.76	40.86	37.43	36.54	18.98	28.32
ENST00000334512	ZMIZ1	25.09	20.04	22.54	20.55	6.02	23.92	12.43	13.86	16.62	13.95	5.1	12.08
ENST00000298585	ZMYND19	16.04	15.15	12.11	15.73	14.01	24.08	25.28	17.45	14.12	21.53	8.64	14.7
ENST00000382192	ZNF205	11.05	4.72	10.27	9.3	5.72	6.85	6.69	2.45	6.07	12.57	1.51	2.4
ENST00000371471	ZNF217	10.55	14.05	13.67	9.71	11.57	77.8	9.58	15.59	14.76	8.72	15.5	35.41
ENST00000298299	ZNF22	14.56	8.19	11.98	10.43	2.49	11.58	39.8	12.51	18.41	2.98	1.42	23.3
ENST00000361576	ZNF358	29.78	16.75	44.22	15.7	6.31	18.9	2.97	3.41	4.83	1.28	1	1.5
ENST00000539719	ZNF362	7.01	5.69	8.32	2.47	1	5.26	5.56	2.77	5.82	1.06	1	2.84
ENST00000375256	ZNF367	12.06	9.41	6.1	4.94	1	5.06	27.33	16.86	20.41	17.49	1	10.01
ENST00000300811	ZNF428	10.37	7.89	13.13	10.23	7.02	11.5	14.7	42.87	22.47	21.25	16.71	44.77
ENST00000361524	ZNF521	5.22	3.78	10.67	5.97	1.85	6.7	2.71	1	2.28	1.23	1	2.64
ENST00000325421	ZNF579	8.63	5.47	5.88	5.21	7.22	6.89	12.53	6.2	16.07	10.41	6.13	6
ENST00000543039	ZNF580	22.74	12.94	24.49	17.56	12.26	15.48	15.11	21.03	20.97	13.87	8.88	14.3
ENST00000270812	ZNF593	7.79	6.4	6.41	9.45	12.66	6.74	18.78	24.41	21.76	15.28	20.3	13.22
ENST00000431526	ZNF598	34.95	19.2	26.24	34.54	23.95	28.21	14.83	8.2	15.63	27.62	8.36	11.44
ENST00000308683	ZNF622	26.53	25.55	30.88	43.99	59.5	25.04	52.38	46.89	54.47	47.39	110.64	59.17
ENST00000409544	ZNF638	12.67	13.92	14.57	11.92	10.35	11.05	8.54	14.05	10.76	12.86	16.55	18.77
ENST00000451251	ZNF692	9.53	6.45	6.45	8.96	5.65	9.37	1.99	2.03	3.15	13.92	1.05	2.28
ENST00000421812	ZNF697	5.6	4.9	7.2	10.87	8.35	7.78	4.84	3.64	7.5	17.17	4.51	7.31
ENST00000331569	ZNF703	31.6	25.06	20.02	17.72	25.63	18	23.6	30.54	26.05	13.78	19.03	13.91
ENST00000520347	ZNF706	6.17	5.74	6.5	7.74	7.09	6.9	65.12	59.86	27.45	28.26	57.2	117.84
ENST00000404801	ZNF792	1.88	1.13	3.49	4.92	1.82	4.68	1.53	1	1.88	2.56	2.06	2.69
ENST00000422689	ZNF880	1.48	4.62	2.43	2.7	4.94	1	5.22	7.89	3.47	3.96	7.72	3.13
ENST00000305105	ZNHIT1	31.89	41.01	38.14	45.68	100.52	52.09	94.18	152.75	85.91	109.79	134.42	139.05
ENST00000225410	ZNHIT3	27.61	22.3	27.44	32.11	20.73	38.77	66.11	35.77	23.87	25.04	28.79	64.3
ENST00000433686	ZSCAN18	1	1.83	1	1	6.81	5.23	1	2.05	1.26	1.08	6.95	4.36
ENST00000254323	ZSWIM4	2.58	3.16	4.18	2.41	4.51	8.35	1	1.81	4.2	3.16	1.79	2.53
ENST00000359600	ZSWIM5	1.35	1.5	4.45	1.13	1	1	1	1.1	2.46	1	1	1
ENST00000307897	ZWILCH	18.49	16.78	11.37	18.79	3.57	16.37	10.17	21.88	7.63	7.82	3.97	17.3
ENST00000373944	ZWINT	66.86	42.71	26.77	50.56	3.43	49.89	177.58	99.82	64.64	108.37	4.69	117.06
ENST00000263100	A1BG	2.94	4.94	4.55	3.49	10.76	5.41	1	4.99	3.44	1.69	2.63	2.63
ENST00000209873	AAAS	36.07	22.13	28.88	32.24	12.76	26.17	36.23	22.97	27.72	31.62	12.08	20.09
ENST00000316519	AACS	9.6	13.48	15.57	12.23	26.3	17.46	16.19	20.19	26.65	21.64	44.65	24.95
ENST00000261880	AAGAB	21.18	20.61	20.36	24.78	25.77	23.59	47.22	37.46	30.01	30.9	38.33	52.8
ENST00000409085	AAK1	14.96	15.05	11.15	12.18	11.57	8.42	13.3	16.69	11.7	6.79	14.61	9.63
ENST00000261772	AARS	95.15	57.8	137.44	75.96	33.57	44.04	214.06	116.01	333	166.57	95.37	96.71
ENST00000244571	AARS2	7.18	6.94	5.36	7.32	5.27	8.56	10.45	3.64	7.11	11.03	2.91	5.53
ENST00000421990	AARSD1	11.99	12.01	10.49	11.86	11.15	16.25	32.3	22.56	22.28	25.66	12.29	28.01
ENST00000205214	AASDH	2.49	3.4	2.76	2.78	2.62	2.94	2.16	2.3	1.13	1	2.61	2.16
ENST00000278618	AASDHPPT	19.59	18.61	17.86	23.17	19.2	23.05	73.65	56.34	42.17	51.11	43.47	51.59
ENST00000393376	AASS	2.94	2.57	4.2	2.97	1.5	4.25	3.04	2.41	6.26	8.19	1.84	7.49
ENST00000225402	AATF	66.1	30.77	46.09	76.46	31.27	54.56	116.68	54.4	65.19	94.98	45.61	90.92
